ano,code_muni,total_pop,index_pop,total_domi,index_domi,total_jobs,index_jobs
2000,1100205,334661,100,83744,100,77113,100
2000,1302603,1405835,100,326837,100,226503,100
2000,1200401,253059,100,64010,100,53749,100
2000,5002704,663621,100,185559,100,152114,100
2000,1600303,283308,100,60369,100,41033,100
2000,5300108,2051146,100,547465,100,812361,100
2000,1400100,200568,100,48715,100,22541,100
2000,5103403,483346,100,126912,100,119749,100
2000,1721000,137355,100,35097,100,51817,100
2000,3550308,10435546,100,2984416,100,3212039,100
2000,2211001,715360,100,169750,100,124382,100
2000,3304557,5857904,100,1801863,100,1732918,100
2000,1501402,1280614,100,296195,100,261569,100
2000,5208707,1093007,100,313633,100,325547,100
2000,2927408,2443107,100,651008,100,578657,100
2000,4205407,342315,100,103837,100,167647,100
2000,2111300,870028,100,202144,100,172478,100
2000,2704302,797759,100,199708,100,136706,100
2000,4314902,1360590,100,440365,100,552141,100
2000,4106902,1587315,100,470964,100,568581,100
2000,3106200,2238526,100,628334,100,916238,100
2000,2304400,2141402,100,525991,100,413938,100
2000,2611606,1422905,100,375857,100,453568,100
2000,2507507,597934,100,151729,100,170410,100
2000,2800308,461534,100,116632,100,130268,100
2000,2408102,712317,100,177665,100,179137,100
2000,3205309,292304,100,85514,100,149116,100
2001,1100205,342264,102.27185121660428,88167.11946810724,105.28171506986439,72179,93.60159765538884
2001,1302603,1451958,103.28082598597985,338989.6961146351,103.71827428186988,241236,106.50454960861447
2001,1200401,261430,103.30792423901146,65903.67509051261,102.9584050781325,56012,104.21031088950492
2001,5002704,679281,102.35978065793579,192857.3238815733,103.9331554285016,157253,103.37838726218493
2001,1600303,295898,104.44392675109775,71029.37102629787,117.65868413639097,39430,96.09338824848292
2001,5300108,2097447,102.25732346697896,558587.6116835008,102.03165712575249,781380,96.18630141033358
2001,1400100,208514,103.9617486338798,53722.57620663622,110.27933122577487,26133,115.93540659243158
2001,5103403,492894,101.97539650685017,137789.2010830915,108.57066399008093,120489,100.61795923139233
2001,1721000,150884,109.84965964107604,38184.121654160124,108.79597018024367,57782,111.51166605554161
2001,3550308,10499133,100.60933083903802,3035288.442100942,101.7046029139685,3212022,99.99947074117095
2001,2211001,728881,101.89009729367031,175006.9,103.09684830633283,154949,124.57509929089419
2001,3304557,5897485,100.67568536459457,1818297.162948758,100.91206506536612,1744191,100.65052125951719
2001,1501402,1304314,101.85067475445373,305643.1353718909,103.18983621326858,265545,101.52005780501511
2001,5208707,1111622,101.70309979716508,332084.7881614677,105.88324192972924,349436,107.33811093329074
2001,2927408,2485702,101.74347664674532,683186.8337237143,104.94292446847264,544568,94.108945368327
2001,4205407,352401,102.94640900924588,108435.59038718362,104.42866260310257,171380,102.2267025356851
2001,2111300,889129,102.19544658332835,215900.06717591552,106.80508309715624,179301,103.95586683519058
2001,2704302,817444,102.46753718854941,204170.95272037535,102.23473907924337,141214,103.29758752359078
2001,4314902,1373313,100.93510903358103,460155.63418179366,104.49414330879922,560680,101.54652525351315
2001,4106902,1620219,102.0729344837036,487721.0370568087,103.55802928818522,572772,100.73709814432772
2001,3106200,2258857,100.9082315773862,656493.7686236424,104.48165603383588,896256,97.81912559837073
2001,2304400,2183612,101.97113853447415,544974.0364806323,103.60900404771797,422344,102.03073890292748
2001,2611606,1437190,101.0039320966614,385320.64819767594,102.51788531214689,429919,94.7860078312403
2001,2507507,607441,101.5899748132737,158539.8905715284,104.48885221119785,182316,106.9866791854938
2001,2800308,468297,101.46533083153138,121157.36740700621,103.88003927481842,133097,102.17167685079988
2001,2408102,722144,101.37958240502473,194558.13140566915,109.50841831855973,184548,103.02059317728889
2001,3205309,296012,101.2685423394822,91380.91562214446,106.8607662162271,157922,105.90546956731673
2002,1100205,347844,103.93921012606788,90365.61186353081,107.90696869451043,86544,112.23010387353625
2002,1302603,1488805,105.90183058467034,345991.8532306142,105.86067465758595,260690,115.09339832143503
2002,1200401,267740,105.8014138995254,68069.79507720716,106.34243880207337,57993,107.89596085508568
2002,5002704,692549,104.35911461511918,196902.3236376594,106.11305495161076,170479,112.07318195563853
2002,1600303,306583,108.21544043938047,74582.82803506384,123.54491218185466,48426,118.01720566373406
2002,5300108,2145839,104.61658994532812,572638.3601559452,104.59816794789533,813591,100.1514105182302
2002,1400100,214541,106.96671453073272,55643.59693618123,114.22271771770755,27561,122.27052925779691
2002,5103403,500288,103.50514952021948,141582.32750955177,111.55944868062262,132274,110.45937753133639
2002,1721000,161137,117.3142586727822,40934.87445905933,116.63354263629178,65193,125.81392207190692
2002,3550308,10600060,101.57647716755788,3082691.287443554,103.29294868555705,3360921,104.63512429332272
2002,2211001,740016,103.44665622903153,180263.8,106.19369661266569,167932,135.01310479008217
2002,3304557,5937253,101.35456299727683,1838711.7268782053,102.04503488213061,1793798,103.51314949697563
2002,1501402,1322683,103.28506482046893,310206.91609922156,104.73063897068538,278447,106.45259950529307
2002,5208707,1129274,103.31809402867502,341697.9239829767,108.94833259987841,370431,113.78725652517147
2002,2927408,2520504,103.16797422298735,697287.5241662199,107.10890252749887,554971,95.90672885664566
2002,4205407,360601,105.34186348830757,110987.86652567278,106.88662666070165,179146,106.85905503826491
2002,2111300,906567,104.1997498931069,223222.85775954445,110.42764453040628,176170,102.14056285439301
2002,2704302,833261,104.45021616804073,209337.43283368502,104.82175618086657,148256,108.44878790982106
2002,4314902,1383454,101.6804474529432,466932.93038974045,106.03316121620483,553308,100.21135905502399
2002,4106902,1644600,103.60892450458795,496537.8281077344,105.43010253601854,585972,103.05866710284022
2002,3106200,2284468,102.05233265103912,667141.6880988417,106.17628333001903,927121,101.18779181828302
2002,2304400,2219837,103.66278727674674,555898.317445176,105.68589908290748,440636,106.44975817634526
2002,2611606,1449135,101.84341189327468,390749.63906496216,103.9623152063051,437873,96.53965888246084
2002,2507507,619049,103.53132619988159,164288.93016551033,108.27787052278097,183289,107.55765506719088
2002,2800308,473991,102.69904275741332,125867.36800523134,107.91838260960229,143951,110.50373077041175
2002,2408102,734505,103.11490530199336,200189.17520755884,112.67789109141297,150339,83.92403579383377
2002,3205309,299357,102.41289889977558,93793.1843385101,109.6816712333771,169233,113.490839346549
2003,1100205,353961,105.76702991982931,92986.99924093777,111.03720772943468,90189,116.95693333160426
2003,1302603,1527314,108.64105673852194,354731.4023955526,108.53465256245546,282703,124.81203339470117
2003,1200401,274555,108.49446176583326,70499.83686647273,110.13878591856387,57061,106.16197510651362
2003,5002704,705975,106.38225734266999,201807.9876440437,108.75677689793741,169457,111.40131743297789
2003,1600303,318761,112.51394242308723,78136.28504382979,129.4311402273183,53959,131.50147442302537
2003,5300108,2189789,106.75929456021171,589480.4098142337,107.67453806439381,810122,99.72438361762812
2003,1400100,221027,110.20053049339876,57711.00267498198,118.46659689003793,26568,117.86522337074663
2003,5103403,508156,105.13296892909014,145375.45393601208,114.54823337116433,136029,113.59510309063123
2003,1721000,172176,125.35109752102215,43908.29578942568,125.10555258120546,73702,142.23517378466525
2003,3550308,10677019,102.31394696549658,3133433.6761990422,104.9931938509592,3361671,104.65847394754546
2003,2211001,751464,105.04696935808543,185520.7,109.29054491899855,171492,137.8752552620154
2003,3304557,5974081,101.98325203007765,1863107.1611748536,103.3989355003601,1769158,102.09127033131399
2003,1501402,1342202,104.80925556022345,315545.00211709924,106.53285913573802,275925,105.48841797001938
2003,5208707,1146106,104.85806586783066,351584.7714131259,112.10069457395298,378494,116.26401103373706
2003,2927408,2556429,104.63843785802258,713278.5986711076,109.56525859453457,565376,97.70485797285784
2003,4205407,369102,107.82524867446651,114077.36771921886,109.86196415460661,182630,108.93723120604604
2003,2111300,923526,106.14899750352862,230545.64834317338,114.0502059636563,161147,93.43046649427752
2003,2704302,849734,106.51512549529369,215190.17150754735,107.7524042639991,144397,105.62594180211549
2003,4314902,1394085,102.46179966044141,473829.1502705688,107.59918482862372,558883,101.22106490914457
2003,4106902,1671194,105.28433234739167,505817.6320990167,107.40048753174693,583094,102.55249471931
2003,3106200,2305812,103.00581722079617,678537.9090919371,107.99000357961484,940846,102.68576505231172
2003,2304400,2256233,105.36242144165364,569261.6567707568,108.22650136043333,445716,107.6769951055472
2003,2611606,1461320,102.69975859245699,397456.6170091753,105.74676459642238,432185,95.28560215888247
2003,2507507,628838,105.16846340900501,170127.8881963223,112.12615135954387,184853,108.4754415820668
2003,2800308,479767,103.95052152170805,130756.93373071776,112.11068465834228,146361,112.35376301163755
2003,2408102,744794,104.55934647074265,205820.21900944857,115.84736386426621,204590,114.20867827417005
2003,3205309,302633,103.53364989873558,96205.45305487572,112.50257625052707,169165,113.44523726494809
2004,1100205,380884,113.811887253071,96023.01262768795,114.66255806707102,101520,131.65095379507994
2004,1302603,1592555,113.28178626937016,365184.5128966596,111.73291668221763,326117,143.97910844447978
2004,1200401,286082,113.04952599986564,73185.27736469834,114.33413117434516,61146,113.76211650449311
2004,5002704,734164,110.63001321537445,207498.12245284943,111.82325969252335,179488,117.99571374101004
2004,1600303,326466,115.23359735694014,81689.74205259576,135.31736827278198,60123,146.5235298418346
2004,5300108,2282049,111.25726788829269,608976.9250556771,111.23577307328816,854463,105.18267125083554
2004,1400100,236319,117.82487734833073,59921.42757511939,123.0040594788451,21759,96.53076615944279
2004,5103403,524666,108.54874148125772,149168.58036247236,117.53701806170605,157616,131.62197596639638
2004,1721000,187639,136.60878744858215,47074.2979616355,134.12627279150783,79343,153.1215624215991
2004,3550308,10838581,103.8621362025523,3187531.688260835,106.8058772054846,3499636,108.95372067400177
2004,2211001,775477,108.4037407738761,190777.6,112.38739322533138,181883,146.22935794568346
2004,3304557,6051399,103.30314392315067,1891483.9352252143,104.97379297012117,1824854,105.30527122460498
2004,1501402,1386482,108.26697193689903,321604.29623167665,108.5785702769043,286530,109.54279750276217
2004,5208707,1181438,108.0906160710773,361740.61652211857,115.33882484372452,394325,121.12690333500231
2004,2927408,2631831,107.72475376641302,731064.154768241,112.29726128837756,588863,101.76373914080361
2004,4205407,386913,113.02835108014548,117650.93500307154,113.30348045790184,196583,117.26007623160571
2004,2111300,959124,110.24058995802434,237868.4389268023,117.67276739690631,169947,98.53256647224573
2004,2704302,884320,110.85052001920378,221711.8999095807,111.0180362877705,163624,119.69043055900985
2004,4314902,1416363,104.09917756267501,480851.91724184825,109.19394530488304,576272,104.3704416082124
2004,4106902,1727010,108.80071063399515,515557.85861037136,109.46863425025508,633869,111.48262076995185
2004,3106200,2350564,105.00498989066914,690676.3627157066,109.92185091300273,997273,108.8443177427699
2004,2304400,2332657,108.93129828028553,584836.2666561597,111.18750447368105,463172,111.89405176620653
2004,2611606,1486869,104.495310649692,405379.6693134135,107.85476106961252,456106,100.55956328488782
2004,2507507,649410,108.60897691049513,176051.90332301427,116.03049075853282,186447,109.41083269761165
2004,2800308,491898,106.57893026299254,135820.9965195079,116.45260007502907,152594,117.13851444713974
2004,2408102,766081,107.54776314477965,211451.26281133827,119.01683663711944,224540,125.3454060300217
2004,3205309,309507,105.8853111828781,98617.72177124135,115.32348126767707,171172,114.79116929102176
2005,1100205,373917,111.73007909496475,99465.3830511411,118.77314559985325,105101,136.29478816801316
2005,1302603,1644690,116.9902584584962,377327.35402114457,115.44817570261156,358301,158.18819176787946
2005,1200401,305731,120.81411844668635,76117.59347827305,118.91515931615848,65148,121.20783642486373
2005,5002704,749768,112.98135532178759,213896.53461619993,115.2714417604104,196839,129.40229038747256
2005,1600303,355408,125.44933429341918,85243.19906136172,141.20359631824567,62839,153.14259254746182
2005,5300108,2333108,113.74655924054163,630991.0702775862,115.25687857261858,891709,109.76757869961753
2005,1400100,242179,120.74657971361333,62271.505788674374,127.82819622020808,31055,137.77117253005636
2005,5103403,533800,110.43848506039151,152961.70678893267,120.52580275224776,173166,144.6074706260595
2005,1721000,208165,151.55254632157548,50402.79329206508,143.6099760437219,81463,157.21288380261305
2005,3550308,10927985,104.71886185926449,3245001.4035223615,108.73153754444292,3684599,114.71215013267273
2005,2211001,788773,110.26238537239992,196034.5,115.48424153166421,188498,151.5476515894583
2005,3304557,6094183,104.03350754809229,1923842.5184157996,106.76963334148044,1883685,108.700180851027
2005,1501402,1405871,109.78101129614389,328331.7012491065,110.84984596266192,294983,112.77444957162355
2005,5208707,1201006,109.88090652667366,372160.74538015807,118.66122040096485,416506,127.94035884219484
2005,2927408,2673560,109.43278374627063,750548.2899874838,115.29017922782575,634026,109.56853541908247
2005,4205407,396778,115.91019966989468,121655.40941248044,117.15998094367175,208079,124.11734179555853
2005,2111300,978824,112.50488490025607,245191.22951043124,121.29532883015635,180928,104.89917554702627
2005,2704302,903463,113.25011688993794,228885.34920740343,114.61000521131022,178208,130.358579725835
2005,4314902,1428696,105.00562256080084,488008.8547211484,110.8191738038101,594322,107.63953410451317
2005,4106902,1757904,110.74701618771321,525755.9172215143,111.63399266642764,648706,114.09209945460717
2005,3106200,2375329,106.11129823821568,703550.9800829274,111.97085946056195,1072389,117.0426242963073
2005,2304400,2374944,110.90603258986403,602394.3593001694,114.52560201603627,496545,119.95637027767442
2005,2611606,1501008,105.48898204729058,414456.88326077466,110.26983221298916,487506,107.48245026104135
2005,2507507,660798,110.51353493863871,182056.11420463628,119.9876847567942,195267,114.58658529429024
2005,2800308,498619,108.0351610065564,141054.4883076441,120.93978351365328,163190,125.27251512267019
2005,2408102,778040,109.22665049409181,217082.306613228,122.18630940997271,238313,133.0339349213172
2005,3205309,313312,107.18703815206088,101029.99048760698,118.14438628482702,183087,122.78159285388557
2006,1100205,380974,113.83878013870752,103305.84153865706,123.35909622021524,111957,145.18563666307887
2006,1302603,1688524,120.10826306074327,391136.0950562168,119.6731383093765,381580,168.46575983541058
2006,1200401,314127,124.1319218047965,79288.26211358592,123.86855509074508,69791,129.84613667231017
2006,5002704,765247,115.31386137569486,220927.03068621847,119.06026152664029,205060,134.80678964460864
2006,1600303,368367,130.02350798424328,88796.65607012768,147.0898243637093,66300,161.57726707771792
2006,5300108,2383784,116.21717810433776,655386.0098772722,119.71286016042527,916929,112.87210981324804
2006,1400100,249655,124.47399385744487,64757.87146772786,132.93209785020602,34490,153.01007053813052
2006,5103403,542861,112.31312558705358,156754.83321539295,123.51458744278945,186519,155.75829443252135
2006,1721000,220889,160.81613337701577,53863.69409709074,153.47093511437083,89819,173.33886562325105
2006,3550308,11016703,105.56901383022988,3305858.90187705,110.77071366314382,3905101,121.57701073990697
2006,2211001,801971,112.10733057481548,201291.4,118.58108983799704,194864,156.6657554951681
2006,3304557,6136652,104.7584938230466,1960183.3801331208,108.7864826645045,1962014,113.22024469709473
2006,1501402,1428368,111.53774673711203,335674.1199755415,113.32875976148871,315601,120.65688212288153
2006,5208707,1220412,111.65637548524391,382840.44405744766,122.06637823744558,442332,135.87346834712037
2006,2927408,2714018,111.08878980740509,771635.1018586995,118.52928103167694,658145,113.73663500139115
2006,4205407,406564,118.7689701006383,126037.63198269524,121.38027098500075,226597,135.1631702326913
2006,2111300,998385,114.75320334517968,252514.02009406014,124.91789026340636,217733,126.23812892078989
2006,2704302,922458,115.63116179196975,236693.2505686339,118.51966399374783,187253,136.9749681798897
2006,4314902,1440939,105.90545278151392,495307.5861260389,112.47660148423215,635946,115.1781881801931
2006,4106902,1788559,112.67826486866186,536409.2175121611,113.89601275514924,716519,126.01880822609269
2006,3106200,2399920,107.20983361372618,717155.6923063771,114.13606335267184,1079244,117.79079234871288
2006,2304400,2416920,112.86624370389117,621708.1469015708,118.19748758088463,522794,126.29765810338746
2006,2611606,1515052,106.47597696262223,424626.3461343568,112.97550561366604,506071,111.57555206716523
2006,2507507,672081,112.4005325002425,188135.6595002383,123.9945293913743,209992,123.22751012264538
2006,2800308,505286,109.47969163701916,146452.34103116876,125.56788962820559,179102,137.48733380415757
2006,2408102,789896,110.8910779891537,222713.3504151177,125.35578218282592,250582,139.88288293317405
2006,3205309,317085,108.4778176145383,103442.25920397262,120.96529130197699,201984,135.4542772070066
2007,1100205,384696.34895659366,114.95105463636146,107536.1191175956,128.41053582059087,118895,154.18282261097352
2007,1302603,1703464.8380732655,121.17103629325388,406586.9052890857,124.40051318825154,414439,182.97285245670037
2007,1200401,309481.5911821029,122.29621992582874,82688.76017702601,129.18100324484612,75472,140.41563563973284
2007,5002704,759430.9324141195,114.43744734029204,228513.41721502837,123.14865741625486,215858,141.90541304547907
2007,1600303,365178.3719182234,128.89800920490185,92350.11307889364,152.97605240917298,70788,172.514805156825
2007,5300108,2465705.2151083588,120.21110223788843,682024.9082520455,124.57872343474843,944664,116.2862323523655
2007,1400100,256571.42613358886,127.92241341270237,67377.15876436076,138.30885510491794,41185,182.71150348254292
2007,5103403,544214.6374279174,112.5931811637869,160547.95964185323,126.50337213333115,205690,171.7676139257948
2007,1721000,205826.26098235443,149.8498496467944,57426.91269308879,163.62342277997774,96272,185.79230754385628
2007,3550308,11023223.969698813,105.63150188498823,3370120.2632183284,112.9239443568969,4206171,130.9501846023663
2007,2211001,799745.069290881,111.79616826365482,206548.3,121.6779381443299,194210,156.13995594217812
2007,3304557,6159700.573615158,105.15195492475054,2000506.9897636897,111.02436698925999,2174568,125.48591450951517
2007,1501402,1424846.8246591033,111.26278680844528,343578.4552171342,115.99738524186236,331791,126.84645351704522
2007,5208707,1243905.4777441153,113.80581073534893,393774.9986241907,125.55279534493842,450843,138.48783739367894
2007,2927408,2805934.6215612334,114.85107371724747,794228.6879117516,121.99983531872904,688087,118.91103019578094
2007,4205407,405821.73030974,118.55213189890598,130744.44374896558,125.91315595497325,236040,140.79583887573295
2007,2111300,995145.7180125767,114.38088406494695,259836.81067768906,128.5404516966564,235329,136.4400097403727
2007,2704302,923846.2242333088,115.80517728202486,245118.33516089042,122.73836559421277,192260,140.63757260105626
2007,4314902,1434813.0741124214,105.45521237936642,502755.73487408925,114.16795950497638,654270,118.49690568170087
2007,4106902,1802229.002262264,113.53946773402028,547515.1690620277,116.25414449130457,738441,129.87437146158595
2007,3106200,2412638.5596407596,107.77800032882172,731484.4304988334,116.41649671971173,1215157,132.62460190474528
2007,2304400,2442264.743604313,114.04980212049456,642549.8416591492,122.15985476161173,560475,135.40071218395025
2007,2611606,1530824.9738188388,107.58448201523214,435826.1452172579,115.9553088587569,538622,118.75220474107522
2007,2507507,683927.1460068993,114.3817120295717,194285.67786887032,128.0478206993194,220564,129.43137139839212
2007,2800308,522284.88755085075,113.16281954327326,152009.4866261243,130.33257307267672,187886,144.23035588172075
2007,2408102,794152.7193186728,111.48866576519623,228344.39421700742,128.52525495567917,265639,148.28818167101156
2007,3205309,318110.703038988,108.82872045507006,105854.52792033824,123.78619631912697,219264,147.04257088441213
2008,1100205,379185,113.30420933422178,112147.94681531657,133.91759029341392,130379,169.07525319984958
2008,1302603,1709008,121.5653330582892,423655.95400696056,129.62300902497591,440469,194.46497397385465
2008,1200401,301399,119.1022646892622,86310.56457498233,134.83918852520281,79661,148.209269009656
2008,5002704,747190,112.59288057490646,236579.50075475287,127.49556785429586,228090,149.9467504634682
2008,1600303,359022,126.7249777627176,95903.5700876596,158.86228045463665,80858,197.05602807496405
2008,5300108,2557159,124.66976997249341,710770.9297992175,129.82947399362837,1001083,123.23129741580405
2008,1400100,260930,130.09552869849628,70126.00183065402,143.9515587204229,46440,206.02457743667094
2008,5103403,544740,112.70187401985328,164341.08606831354,129.49215682387288,198429,165.70409773776817
2008,1721000,184014,133.9696407120236,61062.36139643552,173.98171181706562,103820,200.3589555551267
2008,3550308,10990252,105.31554362368773,3437801.567439626,115.19176842101189,4489076,139.7578298395505
2008,2211001,794605,111.07763923059719,211805.2,124.77478645066276,223795,179.92555192873567
2008,3304557,6161047,105.17493970539633,2044813.816694018,113.48331236581348,2161698,124.74323655245084
2008,1501402,1424120,111.20603085707326,351991.60978003754,118.8377959722607,357877,136.81934785850004
2008,5208707,1265391,115.77153668732223,404959.6951505904,129.11896871521503,486279,149.3729016086771
2008,2927408,2948724,120.69565516369116,818233.1456765037,125.6871107077799,719993,124.42483198164025
2008,4205407,402344,117.53618742970656,135722.6857465411,130.70744122667364,244253,145.6948230508151
2008,2111300,986825,113.42451047552493,267159.60126131796,132.1630131299064,277409,160.83732418047518
2008,2704302,924147,115.84287986722808,254143.33415179138,127.25746297183458,204112,149.30727254107353
2008,4314902,1430235,105.11873525455869,510360.92438286915,115.8949790248701,674264,122.1180821565506
2008,4106902,1828095,115.1690118218501,559071.1814508298,118.7078378497783,771798,135.74108174560882
2008,3106200,2434632,108.76049686266767,746531.1257730739,118.81119369206088,1265316,138.0990528661767
2008,2304400,2473614,115.5137615450065,664691.6557716889,126.36939715160315,614690,148.49808425416367
2008,2611606,1549983,108.93088435278533,447994.36779257597,119.1927695353754,577619,127.35003351206436
2008,2507507,693080,115.9124585656611,200501.30796958238,132.14435471767584,236734,138.92025115896956
2008,2800308,536784,116.30432427513466,157720.8570285531,135.22948850105726,184129,141.346301470814
2008,2408102,798071,112.038741178436,233975.43801889714,131.69472772853243,277870,155.11591686809535
2008,3205309,317815,108.72755761125403,108266.79663670386,126.60710133627693,219923,147.48450870463265
2009,1100205,382829,114.39307239266003,117133.05565917972,139.87038553111833,155800,202.04116037503405
2009,1302603,1738641,123.67319066604546,442319.4104970508,135.3333345052888,436647,192.77757910491252
2009,1200401,305954,120.90224018904682,90145.15221384399,140.82979567855648,84322,156.88105825224656
2009,5002704,755107,113.78588079641845,245049.08785751526,132.0599312658051,237113,155.87848587243778
2009,1600303,366484,129.35886032162875,99457.02709642556,164.74850850010031,86667,211.2129261813662
2009,5300108,2606885,127.09407326440927,741487.2389160986,135.44011743510518,1062241,130.7597238173669
2009,1400100,266901,133.07257389015197,73001.03481868852,149.85329943280001,67685,300.275054345415
2009,5103403,550562,113.90639417725606,168134.21249477382,132.48094151441455,204915,171.1204268929177
2009,1721000,188645,137.3411961705071,64739.952523507265,184.46007500215765,110148,212.57116390373815
2009,3550308,11037593,105.7691950186411,3508918.894434371,117.57472465079839,4621085,143.86764917860586
2009,2211001,802537,112.18645157682845,217062.1,127.87163475699559,231571,186.17726037529545
2009,3304557,6186710,105.61303155531398,2093104.3303106176,116.16334484423163,2231333,128.7616032610891
2009,1501402,1437600,112.25865092838279,360860.4864704041,121.83206552116141,357645,136.7306523326541
2009,5208707,1281975,117.28881882732682,416389.8197068502,132.7633953400472,509775,156.59029264591595
2009,2927408,2998056,122.71488723170947,843552.5726828192,129.5763758176273,758599,131.0964872109039
2009,4205407,408161,119.23549946686532,140919.1990106715,135.71193217318634,243316,145.1359105740037
2009,2111300,997098,114.60527707154253,274482.3918449469,135.78557456315642,277248,160.7439789422419
2009,2704302,936314,117.36802718615522,263750.9787089551,132.06830908574275,216112,158.0852340058227
2009,4314902,1436123,105.5514886924055,518130.7780699481,117.65939120274047,690518,125.06189542164049
2009,4106902,1851215,116.62555951402211,571074.6642582833,121.25654280545506,833585,146.6079591122461
2009,3106200,2452617,109.56392733432625,762289.7092418759,121.31918840009865,1285608,140.31376127163466
2009,2304400,2505552,117.00521434088509,687905.8014379754,130.78280834424456,660745,159.62414661132826
2009,2611606,1561659,109.75145916276912,461069.101143409,122.67141523063532,618666,136.39983420347116
2009,2507507,702235,117.4435640053919,206777.68846142443,136.28092748348993,253564,148.79643213426442
2009,2800308,544039,117.87625613714266,163581.38417449754,140.2542905673379,195162,149.81576442411028
2009,2408102,806203,113.18036772953614,239606.48182078687,134.86420050138568,289337,161.5171628418473
2009,3205309,320156,109.52843614866714,110679.0653530695,129.42800635342692,225746,151.38952225113334
2010,1100205,428527,128.04808447951808,119578,142.789931218953,184107,238.74962717051596
2010,1302603,1802014,128.1810454285176,460767,140.97761269378927,492429,217.4050674825499
2010,1200401,336038,132.79037694766834,94184,147.13950945164817,96778,180.05544289196078
2010,5002704,786797,118.56119682770738,249514,134.46612667669044,253488,166.64343847377626
2010,1600303,398204,140.55515551978766,94410,156.38821249316703,88053,214.59069529403166
2010,5300108,2570160,125.30361076198379,774037,141.3856593572192,1099832,135.38710007004275
